time,Satellite_No.,Satellite_Angle,Satellite_Azimuth,C/No,lan,lon,alt
112642,32,43,333,16,2459.6213,12117.6164,73.2
112642,31,17,251,28,2459.6213,12117.6164,73.2
112647,10,77,247,41,2459.6213,12117.6164,73.2
112647,31,17,251,28,2459.6213,12117.6164,73.2
112652,10,77,247,41,2459.6213,12117.6164,73.2
112652,25,65,100,24,2459.6213,12117.6164,73.2
112652,28,43,274,29,2459.6213,12117.6164,73.2
112652,31,17,251,27,2459.6213,12117.6164,73.2
112657,10,77,247,41,2459.6213,12117.6164,73.2
112657,28,43,274,29,2459.6213,12117.6164,73.2
112657,31,17,251,27,2459.6213,12117.6164,73.2
112702,10,77,247,41,2459.6213,12117.6164,73.2
112702,28,43,274,30,2459.6213,12117.6164,73.2
112702,31,17,251,26,2459.6213,12117.6164,73.2
112707,10,77,247,41,2459.6213,12117.6164,73.2
112707,28,43,274,30,2459.6213,12117.6164,73.2
112707,31,17,251,26,2459.6213,12117.6164,73.2
112712,10,77,247,40,2459.6213,12117.6164,73.2
112712,28,43,274,30,2459.6213,12117.6164,73.2
112712,31,17,251,26,2459.6213,12117.6164,73.2
112712,29,4,139,17,2459.6213,12117.6164,73.2
112717,10,77,247,40,2459.6213,12117.6164,73.2
112717,28,43,274,30,2459.6213,12117.6164,73.2
112717,12,33,52,21,2459.6213,12117.6164,73.2
112717,31,17,251,26,2459.6213,12117.6164,73.2
112717,29,4,139,17,2459.6213,12117.6164,73.2
112722,10,77,247,41,2459.6213,12117.6164,73.2
112722,28,43,274,29,2459.6213,12117.6164,73.2
112722,31,17,251,26,2459.6213,12117.6164,73.2
112727,10,77,247,41,2459.6213,12117.6164,73.2
112727,32,43,333,14,2459.6213,12117.6164,73.2
112727,28,43,274,30,2459.6213,12117.6164,73.2
112727,31,17,251,26,2459.6213,12117.6164,73.2
112732,10,77,247,41,2459.6213,12117.6164,73.2
112732,23,48,164,24,2459.6213,12117.6164,73.2
112732,28,43,274,31,2459.6213,12117.6164,73.2
112732,31,17,251,26,2459.6213,12117.6164,73.2
112737,10,77,247,41,2459.6128,12117.6066,95.8
112737,28,43,274,31,2459.6128,12117.6066,95.8
112737,12,33,52,15,2459.6128,12117.6066,95.8
112737,31,17,251,26,2459.6128,12117.6066,95.8
112737,26,6,207,16,2459.6128,12117.6066,95.8
112742,10,77,247,40,2459.6121,12117.6065,96.3
112742,28,43,274,32,2459.6121,12117.6065,96.3
112742,31,17,251,25,2459.6121,12117.6065,96.3
112747,10,77,247,40,2459.6121,12117.6065,96.3
112747,28,43,274,32,2459.6121,12117.6065,96.3
112747,31,17,251,25,2459.6121,12117.6065,96.3
112752,10,77,247,41,2459.6121,12117.6065,96.3
112752,28,43,274,32,2459.6121,12117.6065,96.3
112752,31,17,251,24,2459.6121,12117.6065,96.3
112757,10,77,247,41,2459.597,12117.6039,102.9
112757,28,43,274,32,2459.597,12117.6039,102.9
112757,31,17,251,24,2459.597,12117.6039,102.9
112802,10,77,247,41,2459.5965,12117.6038,103.6
112802,28,43,274,32,2459.5965,12117.6038,103.6
112802,29,4,139,13,2459.5965,12117.6038,103.6
112807,10,77,247,41,2459.5965,12117.6038,103.6
112807,28,43,274,31,2459.5965,12117.6038,103.6
112812,10,77,247,41,2459.593,12117.5991,110.1
112812,32,43,333,22,2459.593,12117.5991,110.1
112812,28,43,274,31,2459.593,12117.5991,110.1
112812,29,4,139,15,2459.593,12117.5991,110.1
112817,10,77,247,41,2459.593,12117.5991,110.1
112817,32,43,333,23,2459.593,12117.5991,110.1
112817,28,43,274,30,2459.593,12117.5991,110.1
112817,29,4,139,16,2459.593,12117.5991,110.1
112822,10,77,247,41,2459.593,12117.5991,110.1
112822,32,43,333,24,2459.593,12117.5991,110.1
112822,28,43,274,30,2459.593,12117.5991,110.1
112827,10,77,247,41,2459.593,12117.5991,110.1
112827,32,43,333,24,2459.593,12117.5991,110.1
112827,28,43,274,30,2459.593,12117.5991,110.1
112827,31,17,251,16,2459.593,12117.5991,110.1
112827,26,6,207,16,2459.593,12117.5991,110.1
112832,10,77,247,40,2459.593,12117.5991,110.1
112832,32,43,333,25,2459.593,12117.5991,110.1
112832,28,43,274,31,2459.593,12117.5991,110.1
112832,31,17,251,18,2459.593,12117.5991,110.1
112832,26,6,207,16,2459.593,12117.5991,110.1
112837,10,77,247,40,2459.593,12117.5991,110.1
112837,32,43,333,25,2459.593,12117.5991,110.1
112837,28,43,274,31,2459.593,12117.5991,110.1
112837,29,4,139,16,2459.593,12117.5991,110.1
112837,18,2,182,26,2459.593,12117.5991,110.1
112842,10,77,247,39,2459.593,12117.5991,110.1
112842,32,43,333,25,2459.593,12117.5991,110.1
112842,28,43,274,32,2459.593,12117.5991,110.1
112847,10,77,247,39,2459.593,12117.5991,110.1
112847,25,65,100,28,2459.593,12117.5991,110.1
112847,32,43,333,25,2459.593,12117.5991,110.1
112847,28,43,274,32,2459.593,12117.5991,110.1
112852,10,77,242,39,2459.593,12117.5991,110.1
112852,32,44,334,26,2459.593,12117.5991,110.1
112852,28,43,275,32,2459.593,12117.5991,110.1
112857,10,77,242,39,2459.593,12117.5991,110.1
112857,32,44,334,26,2459.593,12117.5991,110.1
112857,28,43,275,32,2459.593,12117.5991,110.1
112902,10,77,242,40,2459.593,12117.5991,110.1
112902,32,44,334,26,2459.593,12117.5991,110.1
112902,28,43,275,32,2459.593,12117.5991,110.1
112907,10,77,242,40,2459.593,12117.5991,110.1
112907,25,65,98,21,2459.593,12117.5991,110.1
112907,32,44,334,27,2459.593,12117.5991,110.1
112907,28,43,275,32,2459.593,12117.5991,110.1
112907,31,18,252,20,2459.593,12117.5991,110.1
112912,10,77,242,41,2459.593,12117.5991,110.1
112912,32,44,334,27,2459.593,12117.5991,110.1
112912,28,43,275,32,2459.593,12117.5991,110.1
112912,21,2,299,16,2459.593,12117.5991,110.1
112917,10,77,242,41,2459.593,12117.5991,110.1
112917,32,44,334,28,2459.593,12117.5991,110.1
112917,28,43,275,32,2459.593,12117.5991,110.1
112917,29,5,138,12,2459.593,12117.5991,110.1
112922,10,77,242,41,2459.593,12117.5991,110.1
112922,32,44,334,28,2459.593,12117.5991,110.1
112922,28,43,275,31,2459.593,12117.5991,110.1
112927,10,77,242,26,2459.5785,12117.5971,97.6
112927,32,44,334,8,2459.5785,12117.5971,97.6
112927,28,43,275,28,2459.5785,12117.5971,97.6
112927,21,2,299,14,2459.5785,12117.5971,97.6
112932,10,77,242,39,2459.5785,12117.5971,97.6
112932,28,43,275,24,2459.5785,12117.5971,97.6
112932,26,7,207,11,2459.5785,12117.5971,97.6
112937,10,77,242,39,2459.5785,12117.5971,97.6
112937,28,43,275,23,2459.5785,12117.5971,97.6
112942,10,77,242,39,2459.5785,12117.5971,97.6
112942,32,44,334,26,2459.5785,12117.5971,97.6
112942,28,43,275,24,2459.5785,12117.5971,97.6
112947,10,77,242,38,2459.5785,12117.5971,97.6
112947,32,44,334,25,2459.5785,12117.5971,97.6
112947,28,43,275,26,2459.5785,12117.5971,97.6
112952,10,77,242,39,2459.5785,12117.5971,97.6
112952,32,44,334,25,2459.5785,12117.5971,97.6
112952,28,43,275,27,2459.5785,12117.5971,97.6
112952,21,2,299,14,2459.5785,12117.5971,97.6
112957,10,77,242,39,2459.5785,12117.5971,97.6
112957,32,44,334,25,2459.5785,12117.5971,97.6
112957,28,43,275,28,2459.5785,12117.5971,97.6
112957,21,2,299,13,2459.5785,12117.5971,97.6
113002,10,77,242,39,2459.5785,12117.5971,97.6
113002,32,44,334,25,2459.5785,12117.5971,97.6
113002,28,43,275,28,2459.5785,12117.5971,97.6
113007,10,77,242,39,2459.5785,12117.5971,97.6
113007,32,44,334,26,2459.5785,12117.5971,97.6
113007,28,43,275,27,2459.5785,12117.5971,97.6
113012,10,77,242,40,2459.5785,12117.5971,97.6
113012,32,44,334,26,2459.5785,12117.5971,97.6
113012,28,43,275,27,2459.5785,12117.5971,97.6
113012,31,18,252,20,2459.5785,12117.5971,97.6
113017,10,77,242,40,2459.5785,12117.5971,97.6
113017,32,44,334,26,2459.5785,12117.5971,97.6
113017,28,43,275,27,2459.5785,12117.5971,97.6
113022,10,77,242,40,2459.5785,12117.5971,97.6
113022,32,44,334,26,2459.5785,12117.5971,97.6
113022,28,43,275,27,2459.5785,12117.5971,97.6
113022,24,7,55,22,2459.5785,12117.5971,97.6
113027,10,77,242,40,2459.5785,12117.5971,97.6
113027,32,44,334,27,2459.5785,12117.5971,97.6
113027,28,43,275,27,2459.5785,12117.5971,97.6
113032,10,77,242,40,2459.5785,12117.5971,97.6
113032,32,44,334,27,2459.5785,12117.5971,97.6
113032,28,43,275,28,2459.5785,12117.5971,97.6
113032,24,7,55,27,2459.5785,12117.5971,97.6
113037,10,77,242,40,2459.5785,12117.5971,97.6
113037,32,44,334,27,2459.5785,12117.5971,97.6
113037,28,43,275,27,2459.5785,12117.5971,97.6
113042,10,77,242,40,2459.5785,12117.5971,97.6
113042,28,43,275,28,2459.5785,12117.5971,97.6
113042,24,7,55,20,2459.5785,12117.5971,97.6
113047,10,77,242,40,2459.5785,12117.5971,97.6
113047,32,44,334,26,2459.5785,12117.5971,97.6
113047,28,43,275,28,2459.5785,12117.5971,97.6
113052,10,77,242,40,2459.5785,12117.5971,97.6
113052,28,43,275,28,2459.5785,12117.5971,97.6
113057,10,77,242,40,2459.5785,12117.5971,97.6
113057,32,44,334,25,2459.5785,12117.5971,97.6
113057,28,43,275,28,2459.5785,12117.5971,97.6
113057,29,5,138,15,2459.5785,12117.5971,97.6
113102,10,77,242,40,2459.5785,12117.5971,97.6
113102,32,44,334,16,2459.5785,12117.5971,97.6
113102,28,43,275,28,2459.5785,12117.5971,97.6
113107,10,77,242,40,2459.5785,12117.5971,97.6
113107,28,43,275,28,2459.5785,12117.5971,97.6
113107,29,5,138,25,2459.5785,12117.5971,97.6
113112,10,77,242,39,2459.5785,12117.5971,97.6
113112,32,44,334,26,2459.5785,12117.5971,97.6
113112,28,43,275,28,2459.5785,12117.5971,97.6
113117,10,77,242,40,2459.5785,12117.5971,97.6
113117,28,43,275,28,2459.5785,12117.5971,97.6
113122,10,77,242,40,2459.5785,12117.5971,97.6
113122,32,44,334,25,2459.5785,12117.5971,97.6
113122,28,43,275,28,2459.5785,12117.5971,97.6
113127,10,77,242,40,2459.5785,12117.5971,97.6
113127,32,44,334,25,2459.5785,12117.5971,97.6
113127,28,43,275,27,2459.5785,12117.5971,97.6
113132,10,77,242,40,2459.5785,12117.5971,97.6
113132,32,44,334,26,2459.5785,12117.5971,97.6
113132,28,43,275,27,2459.5785,12117.5971,97.6
113137,10,77,242,40,2459.5785,12117.5971,97.6
113137,32,44,334,25,2459.5785,12117.5971,97.6
113137,28,43,275,26,2459.5785,12117.5971,97.6
113137,26,7,207,18,2459.5785,12117.5971,97.6
113142,10,77,242,41,2459.5785,12117.5971,97.6
113142,32,44,334,24,2459.5785,12117.5971,97.6
113142,28,43,275,26,2459.5785,12117.5971,97.6
113147,10,77,242,41,2459.5785,12117.5971,97.6
113147,31,18,252,18,2459.5785,12117.5971,97.6
113152,10,76,236,41,2459.5785,12117.5971,97.6
113152,32,45,335,23,2459.5785,12117.5971,97.6
113152,28,44,277,23,2459.5785,12117.5971,97.6
113157,10,76,236,41,2459.5806,12117.5818,113.5
113157,28,44,277,24,2459.5806,12117.5818,113.5
113202,10,76,236,42,2459.5806,12117.5818,113.5
113202,23,45,165,21,2459.5806,12117.5818,113.5
113202,28,44,277,26,2459.5806,12117.5818,113.5
113207,10,76,236,40,2459.5806,12117.5818,113.5
113207,28,44,277,28,2459.5806,12117.5818,113.5
113212,10,76,236,39,2459.5806,12117.5818,113.5
113212,28,44,277,29,2459.5806,12117.5818,113.5
113212,24,6,55,21,2459.5806,12117.5818,113.5
113217,10,76,236,39,2459.5806,12117.5818,113.5
113217,28,44,277,30,2459.5806,12117.5818,113.5
113222,10,76,236,39,2459.5806,12117.5818,113.5
113222,32,45,335,24,2459.5806,12117.5818,113.5
113222,28,44,277,31,2459.5806,12117.5818,113.5
113227,10,76,236,22,2459.5857,12117.5858,142.2
113227,28,44,277,21,2459.5857,12117.5858,142.2
113227,31,19,253,19,2459.5857,12117.5858,142.2
113227,29,6,137,23,2459.5857,12117.5858,142.2
113232,10,76,236,35,2459.5893,12117.5824,148.1
113232,28,44,277,27,2459.5893,12117.5824,148.1
113232,31,19,253,21,2459.5893,12117.5824,148.1
113237,10,76,236,35,2459.5885,12117.5825,147.1
113242,10,76,236,30,2459.5885,12117.5825,147.1
113242,31,19,253,22,2459.5885,12117.5825,147.1
113247,10,76,236,40,2459.5893,12117.5849,151.2
113247,28,44,277,32,2459.5893,12117.5849,151.2
113247,31,19,253,21,2459.5893,12117.5849,151.2
113252,10,76,236,40,2459.5931,12117.5847,152.4
113252,28,44,277,32,2459.5931,12117.5847,152.4
113252,31,19,253,21,2459.5931,12117.5847,152.4
113257,10,76,236,40,2459.5955,12117.5858,150.3
113257,28,44,277,32,2459.5955,12117.5858,150.3
113257,31,19,253,21,2459.5955,12117.5858,150.3
113302,10,76,236,40,2459.5956,12117.5867,149.7
113302,28,44,277,32,2459.5956,12117.5867,149.7
113302,31,19,253,21,2459.5956,12117.5867,149.7
113302,21,2,298,26,2459.5956,12117.5867,149.7
113307,10,76,236,40,2459.5956,12117.5867,149.7
113307,23,45,165,27,2459.5956,12117.5867,149.7
113307,32,45,335,28,2459.5956,12117.5867,149.7
113307,28,44,277,32,2459.5956,12117.5867,149.7
113307,31,19,253,22,2459.5956,12117.5867,149.7
113312,10,76,236,39,2459.5778,12117.5911,133.8
113312,32,45,335,29,2459.5778,12117.5911,133.8
113312,28,44,277,32,2459.5778,12117.5911,133.8
113312,31,19,253,23,2459.5778,12117.5911,133.8
113317,10,76,236,39,2459.5778,12117.5911,133.8
113317,32,45,335,29,2459.5778,12117.5911,133.8
113317,28,44,277,32,2459.5778,12117.5911,133.8
113317,31,19,253,24,2459.5778,12117.5911,133.8
113322,10,76,236,39,2459.5778,12117.5911,133.8
113322,23,45,165,27,2459.5778,12117.5911,133.8
113322,32,45,335,30,2459.5778,12117.5911,133.8
113322,28,44,277,32,2459.5778,12117.5911,133.8
113322,12,31,50,14,2459.5778,12117.5911,133.8
113322,31,19,253,25,2459.5778,12117.5911,133.8
113327,10,76,236,40,2459.5778,12117.5911,133.8
113327,25,65,94,23,2459.5778,12117.5911,133.8
113327,23,45,165,27,2459.5778,12117.5911,133.8
113327,32,45,335,30,2459.5778,12117.5911,133.8
113327,28,44,277,33,2459.5778,12117.5911,133.8
113327,31,19,253,25,2459.5778,12117.5911,133.8
113332,10,75,233,40,2459.5778,12117.5911,133.8
113332,32,45,336,30,2459.5778,12117.5911,133.8
113332,28,44,278,32,2459.5778,12117.5911,133.8
113332,31,19,254,25,2459.5778,12117.5911,133.8
113337,10,75,233,40,2459.5778,12117.5911,133.8
113337,32,45,336,30,2459.5778,12117.5911,133.8
113337,28,44,278,32,2459.5778,12117.5911,133.8
113337,31,19,254,25,2459.5778,12117.5911,133.8
113342,10,75,233,40,2459.5778,12117.5911,133.8
113342,32,45,336,29,2459.5778,12117.5911,133.8
113342,28,44,278,32,2459.5778,12117.5911,133.8
113342,31,19,254,25,2459.5778,12117.5911,133.8
113342,26,8,207,17,2459.5778,12117.5911,133.8
113347,10,75,233,39,2459.5778,12117.5911,133.8
113347,32,45,336,28,2459.5778,12117.5911,133.8
113347,23,45,165,23,2459.5778,12117.5911,133.8
113347,28,44,278,32,2459.5778,12117.5911,133.8
113347,31,19,254,25,2459.5778,12117.5911,133.8
113347,26,8,207,13,2459.5778,12117.5911,133.8
113352,10,75,232,40,2459.5778,12117.5911,133.8
113352,32,46,336,27,2459.5778,12117.5911,133.8
113352,28,44,278,33,2459.5778,12117.5911,133.8
113352,31,19,254,24,2459.5778,12117.5911,133.8
113352,26,9,207,15,2459.5778,12117.5911,133.8
113357,10,75,232,40,2459.5778,12117.5911,133.8
113357,32,46,336,27,2459.5778,12117.5911,133.8
113357,28,44,278,33,2459.5778,12117.5911,133.8
113357,31,19,254,24,2459.5778,12117.5911,133.8
113357,26,9,207,16,2459.5778,12117.5911,133.8
113402,10,75,232,40,2459.5778,12117.5911,133.8
113402,32,46,336,27,2459.5778,12117.5911,133.8
113402,28,44,278,33,2459.5778,12117.5911,133.8
113402,31,19,254,23,2459.5778,12117.5911,133.8
113402,26,9,207,17,2459.5778,12117.5911,133.8
113407,10,75,232,40,2459.5778,12117.5911,133.8
113407,32,46,336,26,2459.5778,12117.5911,133.8
113407,28,44,278,33,2459.5778,12117.5911,133.8
113407,31,19,254,23,2459.5778,12117.5911,133.8
113407,26,9,207,18,2459.5778,12117.5911,133.8
113412,10,75,232,40,2459.5778,12117.5911,133.8
113412,32,46,336,26,2459.5778,12117.5911,133.8
113412,28,44,278,34,2459.5778,12117.5911,133.8
113412,26,9,207,17,2459.5778,12117.5911,133.8
113412,24,5,56,22,2459.5778,12117.5911,133.8
113417,10,75,232,40,2459.5778,12117.5911,133.8
113417,32,46,336,26,2459.5778,12117.5911,133.8
113417,28,44,278,34,2459.5778,12117.5911,133.8
113422,10,75,232,39,2459.5778,12117.5911,133.8
113422,32,46,336,26,2459.5778,12117.5911,133.8
113422,23,44,165,23,2459.5778,12117.5911,133.8
113422,28,44,278,34,2459.5778,12117.5911,133.8
113422,31,19,254,20,2459.5778,12117.5911,133.8
113427,10,75,232,39,2459.5778,12117.5911,133.8
113427,32,46,336,23,2459.5778,12117.5911,133.8
113427,28,44,278,35,2459.5778,12117.5911,133.8
113427,31,19,254,19,2459.5778,12117.5911,133.8
113427,29,6,137,22,2459.5778,12117.5911,133.8
113432,10,75,232,39,2459.5778,12117.5911,133.8
113432,32,46,336,25,2459.5778,12117.5911,133.8
113432,28,44,278,35,2459.5778,12117.5911,133.8
113432,31,19,254,19,2459.5778,12117.5911,133.8
113432,24,5,56,20,2459.5778,12117.5911,133.8
113437,10,75,232,38,2459.5778,12117.5911,133.8
113437,32,46,336,25,2459.5778,12117.5911,133.8
113437,28,44,278,36,2459.5778,12117.5911,133.8
113437,31,19,254,19,2459.5778,12117.5911,133.8
113442,10,75,232,38,2459.5778,12117.5911,133.8
113442,32,46,336,25,2459.5778,12117.5911,133.8
113442,28,44,278,37,2459.5778,12117.5911,133.8
113442,31,19,254,18,2459.5778,12117.5911,133.8
113442,29,6,137,21,2459.5778,12117.5911,133.8
113447,10,75,232,38,2459.5778,12117.5911,133.8
113447,32,46,336,24,2459.5778,12117.5911,133.8
113447,28,44,278,37,2459.5778,12117.5911,133.8
113447,31,19,254,17,2459.5778,12117.5911,133.8
113452,10,75,232,38,2459.5778,12117.5911,133.8
113452,32,46,336,24,2459.5778,12117.5911,133.8
113452,23,44,165,20,2459.5778,12117.5911,133.8
113452,28,44,278,37,2459.5778,12117.5911,133.8
113452,31,19,254,17,2459.5778,12117.5911,133.8
113457,10,75,232,38,2459.5778,12117.5911,133.8
113457,32,46,336,24,2459.5778,12117.5911,133.8
113457,28,44,278,37,2459.5778,12117.5911,133.8
113457,12,31,49,20,2459.5778,12117.5911,133.8
113457,31,19,254,19,2459.5778,12117.5911,133.8
113457,26,9,207,14,2459.5778,12117.5911,133.8
113502,10,75,232,38,2459.5778,12117.5911,133.8
113502,32,46,336,24,2459.5778,12117.5911,133.8
113502,23,44,165,22,2459.5778,12117.5911,133.8
113502,28,44,278,37,2459.5778,12117.5911,133.8
113502,31,19,254,24,2459.5778,12117.5911,133.8
113502,21,2,297,15,2459.5778,12117.5911,133.8
113507,10,75,232,38,2459.5886,12117.5928,131.9
113507,32,46,336,24,2459.5886,12117.5928,131.9
113507,28,44,278,37,2459.5886,12117.5928,131.9
113512,10,75,232,38,2459.588,12117.5923,132.4
113512,32,46,336,24,2459.588,12117.5923,132.4
113512,28,44,278,36,2459.588,12117.5923,132.4
113512,21,2,297,14,2459.588,12117.5923,132.4
113517,10,75,232,37,2459.588,12117.5923,132.4
113517,32,46,336,25,2459.588,12117.5923,132.4
113517,28,44,278,36,2459.588,12117.5923,132.4
113517,29,6,137,24,2459.588,12117.5923,132.4
113517,21,2,297,16,2459.588,12117.5923,132.4
113522,10,75,232,37,2459.588,12117.5923,132.4
113522,32,46,336,25,2459.588,12117.5923,132.4
113522,28,44,278,36,2459.588,12117.5923,132.4
113522,31,19,254,24,2459.588,12117.5923,132.4
113527,10,75,232,37,2459.588,12117.5923,132.4
113527,32,46,336,25,2459.588,12117.5923,132.4
113527,28,44,278,35,2459.588,12117.5923,132.4
113527,31,19,254,23,2459.588,12117.5923,132.4
113532,10,75,232,37,2459.588,12117.5923,132.4
113532,32,46,336,25,2459.588,12117.5923,132.4
113532,28,44,278,35,2459.588,12117.5923,132.4
113532,12,31,49,18,2459.588,12117.5923,132.4
113532,31,19,254,24,2459.588,12117.5923,132.4
113537,10,75,232,37,2459.588,12117.5923,132.4
113537,32,46,336,25,2459.588,12117.5923,132.4
113537,28,44,278,35,2459.588,12117.5923,132.4
113537,31,19,254,24,2459.588,12117.5923,132.4
113542,10,75,232,37,2459.588,12117.5923,132.4
113542,32,46,336,25,2459.588,12117.5923,132.4
113542,28,44,278,35,2459.588,12117.5923,132.4
113542,31,19,254,24,2459.588,12117.5923,132.4
113547,10,75,232,37,2459.588,12117.5923,132.4
113547,32,46,336,25,2459.588,12117.5923,132.4
113547,28,44,278,35,2459.588,12117.5923,132.4
113547,31,19,254,24,2459.588,12117.5923,132.4
113552,10,75,232,36,2459.588,12117.5923,132.4
113552,32,46,336,25,2459.588,12117.5923,132.4
113552,28,44,278,36,2459.588,12117.5923,132.4
113552,12,31,49,13,2459.588,12117.5923,132.4
113552,31,19,254,24,2459.588,12117.5923,132.4
113557,10,75,232,36,2459.588,12117.5923,132.4
113557,25,65,91,21,2459.588,12117.5923,132.4
113557,32,46,336,25,2459.588,12117.5923,132.4
113557,28,44,278,36,2459.588,12117.5923,132.4
113557,31,19,254,25,2459.588,12117.5923,132.4
113557,29,6,137,21,2459.588,12117.5923,132.4
113602,10,75,232,36,2459.588,12117.5923,132.4
113602,25,65,91,17,2459.588,12117.5923,132.4
113602,32,46,336,24,2459.588,12117.5923,132.4
113602,28,44,278,36,2459.588,12117.5923,132.4
113602,31,19,254,25,2459.588,12117.5923,132.4
113602,26,9,207,20,2459.588,12117.5923,132.4
113602,24,5,56,22,2459.588,12117.5923,132.4
113607,10,75,232,36,2459.588,12117.5923,132.4
113607,32,46,336,24,2459.588,12117.5923,132.4
113607,28,44,278,35,2459.588,12117.5923,132.4
113607,31,19,254,26,2459.588,12117.5923,132.4
113607,26,9,207,24,2459.588,12117.5923,132.4
113612,10,75,232,36,2459.588,12117.5923,132.4
113612,32,46,336,23,2459.588,12117.5923,132.4
113612,28,44,278,35,2459.588,12117.5923,132.4
113612,31,19,254,26,2459.588,12117.5923,132.4
113617,10,75,232,36,2459.588,12117.5923,132.4
113617,32,46,336,23,2459.588,12117.5923,132.4
113617,28,44,278,35,2459.588,12117.5923,132.4
113617,31,19,254,25,2459.588,12117.5923,132.4
113617,29,6,137,24,2459.588,12117.5923,132.4
113622,10,75,232,36,2459.588,12117.5923,132.4
113622,32,46,336,23,2459.588,12117.5923,132.4
113622,28,44,278,34,2459.588,12117.5923,132.4
113622,31,19,254,27,2459.588,12117.5923,132.4
113627,10,75,232,36,2459.588,12117.5923,132.4
113627,32,46,336,24,2459.588,12117.5923,132.4
113627,28,44,278,34,2459.588,12117.5923,132.4
113627,31,19,254,28,2459.588,12117.5923,132.4
113632,10,75,232,36,2459.588,12117.5923,132.4
113632,32,46,336,25,2459.588,12117.5923,132.4
113632,23,44,165,29,2459.588,12117.5923,132.4
113632,28,44,278,34,2459.588,12117.5923,132.4
113632,31,19,254,28,2459.588,12117.5923,132.4
113637,10,75,232,36,2459.588,12117.5923,132.4
113637,25,65,91,19,2459.588,12117.5923,132.4
113637,32,46,336,25,2459.588,12117.5923,132.4
113637,28,44,278,34,2459.588,12117.5923,132.4
113637,31,19,254,28,2459.588,12117.5923,132.4
113642,10,75,232,37,2459.588,12117.5923,132.4
113642,32,46,336,25,2459.588,12117.5923,132.4
113642,28,44,278,34,2459.588,12117.5923,132.4
113642,31,19,254,27,2459.588,12117.5923,132.4
113642,24,5,56,26,2459.588,12117.5923,132.4
113647,10,75,232,37,2459.588,12117.5923,132.4
113647,32,46,336,24,2459.588,12117.5923,132.4
113647,28,44,278,34,2459.588,12117.5923,132.4
113647,31,19,254,22,2459.588,12117.5923,132.4
113652,10,74,227,36,2459.588,12117.5923,132.4
113652,32,46,338,23,2459.588,12117.5923,132.4
113652,28,45,280,35,2459.588,12117.5923,132.4
113652,31,20,255,21,2459.588,12117.5923,132.4
113657,10,74,227,36,2459.5832,12117.5974,104.1
113657,28,45,280,35,2459.5832,12117.5974,104.1
113657,31,20,255,20,2459.5832,12117.5974,104.1
113702,10,74,227,37,2459.5805,12117.5956,106.2
113702,28,45,280,35,2459.5805,12117.5956,106.2
113702,31,20,255,20,2459.5805,12117.5956,106.2
113707,10,74,227,37,2459.5849,12117.5988,106.5
113707,28,45,280,35,2459.5849,12117.5988,106.5
113707,31,20,255,21,2459.5849,12117.5988,106.5
113712,10,74,227,37,2459.587,12117.6002,106.7
113712,28,45,280,35,2459.587,12117.6002,106.7
113712,31,20,255,23,2459.587,12117.6002,106.7
113712,24,5,57,21,2459.587,12117.6002,106.7
113717,10,74,227,38,2459.587,12117.6002,106.7
113717,28,45,280,36,2459.587,12117.6002,106.7
113717,31,20,255,24,2459.587,12117.6002,106.7
113722,10,74,227,38,2459.587,12117.6002,106.7
113722,32,46,338,21,2459.587,12117.6002,106.7
113722,28,45,280,36,2459.587,12117.6002,106.7
113722,31,20,255,25,2459.587,12117.6002,106.7
113722,29,7,135,21,2459.587,12117.6002,106.7
113727,10,74,227,37,2459.587,12117.6002,106.7
113727,32,46,338,21,2459.587,12117.6002,106.7
113727,28,45,280,35,2459.587,12117.6002,106.7
113727,31,20,255,26,2459.587,12117.6002,106.7
113732,10,74,227,38,2459.5878,12117.6002,110.9
113732,32,46,338,21,2459.5878,12117.6002,110.9
113732,28,45,280,35,2459.5878,12117.6002,110.9
113732,31,20,255,26,2459.5878,12117.6002,110.9
113737,10,74,227,38,2459.5872,12117.6006,108.8
113737,32,46,338,21,2459.5872,12117.6006,108.8
113737,28,45,280,35,2459.5872,12117.6006,108.8
113737,31,20,255,27,2459.5872,12117.6006,108.8
113737,29,7,135,24,2459.5872,12117.6006,108.8
113742,10,74,227,37,2459.5865,12117.6001,109.6
113742,25,65,87,23,2459.5865,12117.6001,109.6
113742,32,46,338,22,2459.5865,12117.6001,109.6
113742,28,45,280,34,2459.5865,12117.6001,109.6
113742,23,43,165,24,2459.5865,12117.6001,109.6
113742,31,20,255,28,2459.5865,12117.6001,109.6
113747,10,74,227,37,2459.5865,12117.6001,109.6
113747,32,46,338,23,2459.5865,12117.6001,109.6
113747,28,45,280,34,2459.5865,12117.6001,109.6
113747,31,20,255,29,2459.5865,12117.6001,109.6
113752,10,74,227,37,2459.5865,12117.6001,109.6
113752,32,46,338,23,2459.5865,12117.6001,109.6
113752,28,45,280,33,2459.5865,12117.6001,109.6
113752,31,20,255,30,2459.5865,12117.6001,109.6
113752,24,5,57,22,2459.5865,12117.6001,109.6
113757,10,74,227,37,2459.5865,12117.6001,109.6
113757,32,46,338,24,2459.5865,12117.6001,109.6
113757,28,45,280,33,2459.5865,12117.6001,109.6
113757,31,20,255,30,2459.5865,12117.6001,109.6
113802,10,74,227,37,2459.5865,12117.6001,109.6
113802,32,46,338,25,2459.5865,12117.6001,109.6
113802,28,45,280,33,2459.5865,12117.6001,109.6
113802,12,30,48,16,2459.5865,12117.6001,109.6
