time,Satellite_No.,Satellite_Angle,Satellite_Azimuth,C/No,lan,lon,alt
110841.958,10,75,298,46,2459.5547,12117.6192,71.8
110841.958,28,38,261,42,2459.5547,12117.6192,71.8
110841.958,32,37,323,32,2459.5547,12117.6192,71.8
110841.958,25,60,125,26,2459.5547,12117.6192,71.8
110841.958,23,59,160,28,2459.5547,12117.6192,71.8
110846.954,10,75,297,46,2459.5577,12117.6166,71.8
110846.954,28,38,261,43,2459.5577,12117.6166,71.8
110846.954,32,38,324,32,2459.5577,12117.6166,71.8
110846.954,25,60,124,25,2459.5577,12117.6166,71.8
110846.954,23,59,160,29,2459.5577,12117.6166,71.8
110851.958,10,75,297,46,2459.5546,12117.6173,71.8
110851.958,28,38,261,42,2459.5546,12117.6173,71.8
110851.958,32,38,324,31,2459.5546,12117.6173,71.8
110851.958,25,60,124,24,2459.5546,12117.6173,71.8
110851.958,23,59,160,28,2459.5546,12117.6173,71.8
110856.958,10,75,297,46,2459.5535,12117.6171,71.8
110856.958,28,38,261,41,2459.5535,12117.6171,71.8
110856.958,32,38,324,32,2459.5535,12117.6171,71.8
110856.958,25,60,124,19,2459.5535,12117.6171,71.8
110856.958,23,59,160,27,2459.5535,12117.6171,71.8
110856.958,18,8,188,20,2459.5535,12117.6171,71.8
110901.954,10,75,297,44,2459.5533,12117.6167,71.8
110901.954,28,38,261,39,2459.5533,12117.6167,71.8
110901.954,32,38,324,31,2459.5533,12117.6167,71.8
110901.954,25,60,124,21,2459.5533,12117.6167,71.8
110901.954,23,59,160,21,2459.5533,12117.6167,71.8
110901.954,18,8,188,15,2459.5533,12117.6167,71.8
110906.954,10,75,297,45,2459.5528,12117.617,71.8
110906.954,28,38,261,41,2459.5528,12117.617,71.8
110906.954,32,38,324,31,2459.5528,12117.617,71.8
110906.954,25,60,124,28,2459.5528,12117.617,71.8
110906.954,23,59,160,23,2459.5528,12117.617,71.8
110906.954,18,8,188,12,2459.5528,12117.617,71.8
110911.958,10,75,297,46,2459.5529,12117.6167,71.8
110911.958,28,38,261,41,2459.5529,12117.6167,71.8
110911.958,32,38,324,32,2459.5529,12117.6167,71.8
110911.958,25,61,124,29,2459.5529,12117.6167,71.8
110911.958,23,59,160,25,2459.5529,12117.6167,71.8
110911.958,18,8,188,12,2459.5529,12117.6167,71.8
110916.958,10,75,297,46,2459.5529,12117.6166,71.8
110916.958,28,38,261,41,2459.5529,12117.6166,71.8
110916.958,32,38,324,32,2459.5529,12117.6166,71.8
110916.958,25,61,124,28,2459.5529,12117.6166,71.8
110916.958,23,59,160,23,2459.5529,12117.6166,71.8
110916.958,18,8,188,12,2459.5529,12117.6166,71.8
110921.954,10,75,297,46,2459.5531,12117.6165,71.8
110921.954,28,38,261,42,2459.5531,12117.6165,71.8
110921.954,32,38,324,33,2459.5531,12117.6165,71.8
110921.954,25,61,124,23,2459.5531,12117.6165,71.8
110921.954,23,59,160,22,2459.5531,12117.6165,71.8
110921.954,18,8,188,14,2459.5531,12117.6165,71.8
110926.954,10,75,297,46,2459.5533,12117.6163,71.8
110926.954,28,38,261,42,2459.5533,12117.6163,71.8
110926.954,32,38,324,33,2459.5533,12117.6163,71.8
110926.954,25,61,124,15,2459.5533,12117.6163,71.8
110926.954,23,59,160,22,2459.5533,12117.6163,71.8
110926.954,18,8,188,15,2459.5533,12117.6163,71.8
110931.958,10,75,297,44,2459.5532,12117.6162,71.8
110931.958,28,38,261,40,2459.5532,12117.6162,71.8
110931.958,32,38,324,32,2459.5532,12117.6162,71.8
110931.958,25,61,124,14,2459.5532,12117.6162,71.8
110931.958,23,59,160,20,2459.5532,12117.6162,71.8
110931.958,18,8,188,15,2459.5532,12117.6162,71.8
110936.958,10,75,297,45,2459.5531,12117.6163,71.8
110936.958,28,38,261,41,2459.5531,12117.6163,71.8
110936.958,32,38,324,33,2459.5531,12117.6163,71.8
110936.958,25,61,124,19,2459.5531,12117.6163,71.8
110936.958,18,8,188,17,2459.5531,12117.6163,71.8
110941.954,10,75,296,45,2459.5529,12117.6163,71.8
110941.954,28,39,261,41,2459.5529,12117.6163,71.8
110941.954,32,38,324,33,2459.5529,12117.6163,71.8
110941.954,25,61,124,20,2459.5529,12117.6163,71.8
110941.954,23,59,160,24,2459.5529,12117.6163,71.8
110941.954,18,8,188,17,2459.5529,12117.6163,71.8
110946.954,10,75,296,45,2459.5529,12117.6164,71.8
110946.954,28,39,261,41,2459.5529,12117.6164,71.8
110946.954,32,38,324,33,2459.5529,12117.6164,71.8
110946.954,25,61,124,21,2459.5529,12117.6164,71.8
110946.954,23,59,160,22,2459.5529,12117.6164,71.8
110946.954,18,8,188,17,2459.5529,12117.6164,71.8
110951.958,10,75,296,45,2459.5531,12117.6164,71.8
110951.958,28,39,261,41,2459.5531,12117.6164,71.8
110951.958,32,38,324,32,2459.5531,12117.6164,71.8
110951.958,25,61,124,26,2459.5531,12117.6164,71.8
110951.958,23,59,160,12,2459.5531,12117.6164,71.8
110951.958,18,8,188,15,2459.5531,12117.6164,71.8
110956.954,10,75,296,44,2459.5532,12117.6164,71.8
110956.954,28,39,261,41,2459.5532,12117.6164,71.8
110956.954,32,38,324,32,2459.5532,12117.6164,71.8
110956.954,25,61,124,27,2459.5532,12117.6164,71.8
110956.954,18,8,188,7,2459.5532,12117.6164,71.8
111001.954,10,75,296,44,2459.5534,12117.6163,71.8
111001.954,28,39,261,40,2459.5534,12117.6163,71.8
111001.954,32,38,324,34,2459.5534,12117.6163,71.8
111001.954,25,61,124,26,2459.5534,12117.6163,71.8
111006.954,10,75,296,46,2459.5536,12117.616,71.8
111006.954,28,39,261,40,2459.5536,12117.616,71.8
111006.954,32,38,324,32,2459.5536,12117.616,71.8
111006.954,25,61,124,25,2459.5536,12117.616,71.8
111006.954,23,59,160,22,2459.5536,12117.616,71.8
111011.958,10,75,296,46,2459.5539,12117.6159,71.8
111011.958,28,39,261,41,2459.5539,12117.6159,71.8
111011.958,32,38,324,32,2459.5539,12117.6159,71.8
111011.958,25,61,124,25,2459.5539,12117.6159,71.8
111016.958,10,75,295,45,2459.554,12117.6157,71.8
111016.958,28,39,262,38,2459.554,12117.6157,71.8
111016.958,32,38,324,30,2459.554,12117.6157,71.8
111016.958,25,61,123,25,2459.554,12117.6157,71.8
111016.958,23,59,160,19,2459.554,12117.6157,71.8
111021.954,10,75,295,44,2459.5542,12117.6155,71.8
111021.954,28,39,262,38,2459.5542,12117.6155,71.8
111021.954,32,38,324,29,2459.5542,12117.6155,71.8
111021.954,25,61,123,24,2459.5542,12117.6155,71.8
111021.954,23,59,160,19,2459.5542,12117.6155,71.8
111026.954,10,75,295,43,2459.5546,12117.6152,71.8
111026.954,28,39,262,37,2459.5546,12117.6152,71.8
111026.954,32,38,324,29,2459.5546,12117.6152,71.8
111026.954,25,61,123,23,2459.5546,12117.6152,71.8
111031.958,10,75,295,42,2459.5607,12117.6122,71.8
111031.958,28,39,262,35,2459.5607,12117.6122,71.8
111031.958,32,38,324,26,2459.5607,12117.6122,71.8
111031.958,25,61,123,22,2459.5607,12117.6122,71.8
111036.958,10,75,295,45,2459.5607,12117.6121,71.8
111036.958,28,39,262,41,2459.5607,12117.6121,71.8
111036.958,32,38,324,32,2459.5607,12117.6121,71.8
111036.958,25,61,123,28,2459.5607,12117.6121,71.8
111041.958,10,75,295,45,2459.5602,12117.6123,71.8
111041.958,28,39,262,41,2459.5602,12117.6123,71.8
111041.958,32,38,324,31,2459.5602,12117.6123,71.8
111041.958,25,61,123,28,2459.5602,12117.6123,71.8
111046.958,10,75,294,46,2459.5587,12117.6129,71.8
111046.958,28,39,262,41,2459.5587,12117.6129,71.8
111046.958,32,38,324,30,2459.5587,12117.6129,71.8
111046.958,25,61,123,28,2459.5587,12117.6129,71.8
111051.958,10,75,294,46,2459.5585,12117.6131,71.8
111051.958,28,39,262,41,2459.5585,12117.6131,71.8
111051.958,32,38,324,30,2459.5585,12117.6131,71.8
111051.958,25,61,123,28,2459.5585,12117.6131,71.8
111056.958,10,75,294,44,2459.5581,12117.6133,71.8
111056.958,28,39,262,38,2459.5581,12117.6133,71.8
111056.958,32,38,324,30,2459.5581,12117.6133,71.8
111056.958,25,61,123,25,2459.5581,12117.6133,71.8
111056.958,23,58,161,11,2459.5581,12117.6133,71.8
111101.954,10,75,294,45,2459.558,12117.6136,71.8
111101.954,28,39,262,39,2459.558,12117.6136,71.8
111101.954,32,38,324,30,2459.558,12117.6136,71.8
111101.954,25,61,123,23,2459.558,12117.6136,71.8
111101.954,23,58,161,24,2459.558,12117.6136,71.8
111106.958,10,75,294,46,2459.5576,12117.614,71.8
111106.958,28,39,262,40,2459.5576,12117.614,71.8
111106.958,32,38,324,31,2459.5576,12117.614,71.8
111106.958,25,61,123,16,2459.5576,12117.614,71.8
111106.958,23,58,161,24,2459.5576,12117.614,71.8
111106.958,31,12,244,23,2459.5576,12117.614,71.8
111111.958,10,75,294,46,2459.5574,12117.6144,71.8
111111.958,28,39,262,40,2459.5574,12117.6144,71.8
111111.958,32,38,324,31,2459.5574,12117.6144,71.8
111111.958,25,61,123,19,2459.5574,12117.6144,71.8
111111.958,23,58,161,23,2459.5574,12117.6144,71.8
111116.958,10,75,293,46,2459.5574,12117.6148,71.8
111116.958,28,39,262,40,2459.5574,12117.6148,71.8
111116.958,32,38,325,32,2459.5574,12117.6148,71.8
111116.958,25,61,122,25,2459.5574,12117.6148,71.8
111116.958,23,58,161,22,2459.5574,12117.6148,71.8
111121.954,10,75,293,45,2459.5575,12117.615,71.8
111121.954,28,39,262,39,2459.5575,12117.615,71.8
111121.954,32,38,325,33,2459.5575,12117.615,71.8
111121.954,25,61,122,25,2459.5575,12117.615,71.8
111121.954,23,58,161,17,2459.5575,12117.615,71.8
111126.954,10,75,293,45,2459.5576,12117.6152,71.8
111126.954,28,39,262,37,2459.5576,12117.6152,71.8
111126.954,32,38,325,33,2459.5576,12117.6152,71.8
111126.954,25,61,122,25,2459.5576,12117.6152,71.8
111126.954,23,58,161,18,2459.5576,12117.6152,71.8
111131.958,10,75,293,46,2459.5577,12117.6151,71.8
111131.958,28,39,262,37,2459.5577,12117.6151,71.8
111131.958,32,38,325,34,2459.5577,12117.6151,71.8
111131.958,25,61,122,24,2459.5577,12117.6151,71.8
111131.958,23,58,161,20,2459.5577,12117.6151,71.8
111136.957,10,75,293,46,2459.5578,12117.6149,71.8
111136.957,28,39,262,37,2459.5578,12117.6149,71.8
111136.957,32,38,325,35,2459.5578,12117.6149,71.8
111136.957,25,61,122,24,2459.5578,12117.6149,71.8
111136.957,23,58,161,22,2459.5578,12117.6149,71.8
111141.957,10,75,293,46,2459.5578,12117.6148,71.8
111141.957,28,39,262,37,2459.5578,12117.6148,71.8
111141.957,32,38,325,35,2459.5578,12117.6148,71.8
111141.957,25,61,122,24,2459.5578,12117.6148,71.8
111141.957,23,58,161,27,2459.5578,12117.6148,71.8
111141.957,21,1,307,16,2459.5578,12117.6148,71.8
111146.953,10,76,292,45,2459.5578,12117.6148,71.8
111146.953,28,39,263,37,2459.5578,12117.6148,71.8
111146.953,32,38,325,35,2459.5578,12117.6148,71.8
111146.953,25,61,122,25,2459.5578,12117.6148,71.8
111146.953,23,58,161,25,2459.5578,12117.6148,71.8
111146.953,21,1,307,15,2459.5578,12117.6148,71.8
111151.957,10,76,292,45,2459.5579,12117.6147,71.8
111151.957,28,39,263,35,2459.5579,12117.6147,71.8
111151.957,32,38,325,33,2459.5579,12117.6147,71.8
111151.957,25,61,122,25,2459.5579,12117.6147,71.8
111151.957,23,58,161,20,2459.5579,12117.6147,71.8
111151.957,21,1,307,14,2459.5579,12117.6147,71.8
111156.957,10,76,292,45,2459.5578,12117.6144,71.8
111156.957,28,39,263,35,2459.5578,12117.6144,71.8
111156.957,32,38,325,34,2459.5578,12117.6144,71.8
111156.957,25,61,122,25,2459.5578,12117.6144,71.8
111156.957,23,58,161,24,2459.5578,12117.6144,71.8
111156.957,21,1,307,15,2459.5578,12117.6144,71.8
111201.953,10,76,292,46,2459.5577,12117.6141,71.8
111201.953,28,39,263,36,2459.5577,12117.6141,71.8
111201.953,32,38,325,35,2459.5577,12117.6141,71.8
111201.953,25,61,122,26,2459.5577,12117.6141,71.8
111201.953,23,58,161,19,2459.5577,12117.6141,71.8
111201.953,21,1,307,18,2459.5577,12117.6141,71.8
111206.953,10,76,292,46,2459.5576,12117.6139,71.8
111206.953,28,39,263,36,2459.5576,12117.6139,71.8
111206.953,32,38,325,35,2459.5576,12117.6139,71.8
111206.953,25,61,122,29,2459.5576,12117.6139,71.8
111206.953,23,58,161,17,2459.5576,12117.6139,71.8
111206.953,21,1,307,19,2459.5576,12117.6139,71.8
111211.957,10,76,292,46,2459.5577,12117.6137,71.8
111211.957,28,39,263,37,2459.5577,12117.6137,71.8
111211.957,32,38,325,35,2459.5577,12117.6137,71.8
111211.957,25,61,122,27,2459.5577,12117.6137,71.8
111211.957,23,58,161,16,2459.5577,12117.6137,71.8
111211.957,21,1,307,20,2459.5577,12117.6137,71.8
111216.957,10,76,291,46,2459.5576,12117.6135,71.8
111216.957,28,39,263,37,2459.5576,12117.6135,71.8
111216.957,32,38,325,36,2459.5576,12117.6135,71.8
111216.957,25,61,121,23,2459.5576,12117.6135,71.8
111216.957,23,57,161,19,2459.5576,12117.6135,71.8
111216.957,21,1,307,20,2459.5576,12117.6135,71.8
111221.957,10,76,291,45,2459.5576,12117.613,71.8
111221.957,28,39,263,36,2459.5576,12117.613,71.8
111221.957,32,38,325,33,2459.5576,12117.613,71.8
111221.957,25,61,121,22,2459.5576,12117.613,71.8
111221.957,23,57,161,21,2459.5576,12117.613,71.8
111221.957,21,1,307,15,2459.5576,12117.613,71.8
111226.957,10,76,291,47,2459.5577,12117.6125,71.8
111226.957,28,39,263,36,2459.5577,12117.6125,71.8
111226.957,32,38,325,34,2459.5577,12117.6125,71.8
111226.957,25,61,121,26,2459.5577,12117.6125,71.8
111226.957,23,57,161,26,2459.5577,12117.6125,71.8
111226.957,21,1,307,14,2459.5577,12117.6125,71.8
111231.957,10,76,291,48,2459.5579,12117.6121,71.8
111231.957,28,39,263,37,2459.5579,12117.6121,71.8
111231.957,32,38,325,34,2459.5579,12117.6121,71.8
111231.957,25,61,121,27,2459.5579,12117.6121,71.8
111231.957,23,57,161,25,2459.5579,12117.6121,71.8
111231.957,18,7,187,15,2459.5579,12117.6121,71.8
111231.957,21,1,307,14,2459.5579,12117.6121,71.8
111236.957,10,76,291,48,2459.5581,12117.6115,71.8
111236.957,28,39,263,37,2459.5581,12117.6115,71.8
111236.957,32,38,325,34,2459.5581,12117.6115,71.8
111236.957,25,61,121,27,2459.5581,12117.6115,71.8
111236.957,23,57,161,26,2459.5581,12117.6115,71.8
111236.957,18,7,187,15,2459.5581,12117.6115,71.8
111236.957,21,1,307,14,2459.5581,12117.6115,71.8
111241.957,10,76,291,48,2459.5581,12117.611,71.8
111241.957,28,39,263,36,2459.5581,12117.611,71.8
111241.957,32,38,325,34,2459.5581,12117.611,71.8
111241.957,25,61,121,27,2459.5581,12117.611,71.8
111241.957,23,57,161,25,2459.5581,12117.611,71.8
111241.957,18,7,187,15,2459.5581,12117.611,71.8
111241.957,21,1,307,13,2459.5581,12117.611,71.8
111246.953,10,76,290,47,2459.558,12117.6105,71.8
111246.953,28,39,263,36,2459.558,12117.6105,71.8
111246.953,32,39,325,34,2459.558,12117.6105,71.8
111246.953,25,62,121,26,2459.558,12117.6105,71.8
111246.953,23,57,161,25,2459.558,12117.6105,71.8
111246.953,18,7,187,15,2459.558,12117.6105,71.8
111251.957,10,76,290,46,2459.5581,12117.61,71.8
111251.957,28,39,263,34,2459.5581,12117.61,71.8
111251.957,32,39,325,34,2459.5581,12117.61,71.8
111251.957,25,62,121,22,2459.5581,12117.61,71.8
111251.957,23,57,161,25,2459.5581,12117.61,71.8
111251.957,18,7,187,14,2459.5581,12117.61,71.8
111256.957,10,76,290,48,2459.5581,12117.6095,71.8
111256.957,28,39,263,35,2459.5581,12117.6095,71.8
111256.957,32,39,325,35,2459.5581,12117.6095,71.8
111256.957,25,62,121,23,2459.5581,12117.6095,71.8
111256.957,23,57,161,28,2459.5581,12117.6095,71.8
111256.957,18,7,187,15,2459.5581,12117.6095,71.8
111301.957,10,76,290,48,2459.5581,12117.6092,71.8
111301.957,28,39,263,36,2459.5581,12117.6092,71.8
111301.957,32,39,325,35,2459.5581,12117.6092,71.8
111301.957,25,62,121,27,2459.5581,12117.6092,71.8
111301.957,23,57,161,27,2459.5581,12117.6092,71.8
111301.957,18,7,187,15,2459.5581,12117.6092,71.8
111306.957,10,76,290,48,2459.5582,12117.609,71.8
111306.957,28,39,263,36,2459.5582,12117.609,71.8
111306.957,32,39,325,35,2459.5582,12117.609,71.8
111306.957,25,62,121,28,2459.5582,12117.609,71.8
111306.957,23,57,161,27,2459.5582,12117.609,71.8
111306.957,18,7,187,16,2459.5582,12117.609,71.8
111311.957,10,76,290,49,2459.5583,12117.6086,71.8
111311.957,28,39,263,37,2459.5583,12117.6086,71.8
111311.957,32,39,325,35,2459.5583,12117.6086,71.8
111311.957,25,62,121,28,2459.5583,12117.6086,71.8
111311.957,23,57,161,28,2459.5583,12117.6086,71.8
111311.957,31,12,244,17,2459.5583,12117.6086,71.8
111311.957,18,7,187,17,2459.5583,12117.6086,71.8
111316.957,10,76,289,48,2459.5584,12117.6083,71.8
111316.957,28,39,263,37,2459.5584,12117.6083,71.8
111316.957,32,39,325,35,2459.5584,12117.6083,71.8
111316.957,25,62,120,29,2459.5584,12117.6083,71.8
111316.957,23,57,161,28,2459.5584,12117.6083,71.8
111316.957,31,12,244,16,2459.5584,12117.6083,71.8
111316.957,18,7,187,16,2459.5584,12117.6083,71.8
111321.957,10,76,289,48,2459.5581,12117.6068,71.8
111321.957,28,39,263,37,2459.5581,12117.6068,71.8
111321.957,32,39,325,35,2459.5581,12117.6068,71.8
111321.957,25,62,120,29,2459.5581,12117.6068,71.8
111321.957,23,57,161,28,2459.5581,12117.6068,71.8
111321.957,31,12,244,17,2459.5581,12117.6068,71.8
111321.957,18,7,187,15,2459.5581,12117.6068,71.8
111327,10,76,289,48,2459.5686,12117.5821,129.2
111327,23,57,161,29,2459.5686,12117.5821,129.2
111327,28,39,263,37,2459.5686,12117.5821,129.2
111327,32,39,326,35,2459.5686,12117.5821,129.2
111327,25,62,120,29,2459.5686,12117.5821,129.2
111327,31,13,245,16,2459.5686,12117.5821,129.2
111327,18,7,187,15,2459.5686,12117.5821,129.2
111332,10,76,289,49,2459.5687,12117.5822,129.4
111332,25,62,120,30,2459.5687,12117.5822,129.4
111332,23,57,161,30,2459.5687,12117.5822,129.4
111332,28,39,264,38,2459.5687,12117.5822,129.4
111332,32,39,326,36,2459.5687,12117.5822,129.4
111332,24,13,49,17,2459.5687,12117.5822,129.4
111332,31,13,245,15,2459.5687,12117.5822,129.4
111332,18,7,187,15,2459.5687,12117.5822,129.4
111337,10,76,289,49,2459.5687,12117.5822,129.4
111337,25,62,120,30,2459.5687,12117.5822,129.4
111337,23,57,161,30,2459.5687,12117.5822,129.4
111337,28,39,264,38,2459.5687,12117.5822,129.4
111337,32,39,326,36,2459.5687,12117.5822,129.4
111337,24,13,49,16,2459.5687,12117.5822,129.4
111337,31,13,245,14,2459.5687,12117.5822,129.4
111337,18,7,187,15,2459.5687,12117.5822,129.4
111342,10,76,289,49,2459.5687,12117.5822,129.4
111342,25,62,120,30,2459.5687,12117.5822,129.4
111342,23,57,161,30,2459.5687,12117.5822,129.4
111342,28,39,264,38,2459.5687,12117.5822,129.4
111342,32,39,326,36,2459.5687,12117.5822,129.4
111342,24,13,49,15,2459.5687,12117.5822,129.4
111347,10,76,288,47,2459.5687,12117.5822,129.4
111347,25,62,120,30,2459.5687,12117.5822,129.4
111347,23,57,161,28,2459.5687,12117.5822,129.4
111347,28,39,264,37,2459.5687,12117.5822,129.4
111347,32,39,326,34,2459.5687,12117.5822,129.4
111352,10,76,288,47,2459.5687,12117.5822,129.4
111352,25,62,120,30,2459.5687,12117.5822,129.4
111352,23,57,161,29,2459.5687,12117.5822,129.4
111352,28,39,264,38,2459.5687,12117.5822,129.4
111352,32,39,326,37,2459.5687,12117.5822,129.4
111357,10,76,288,48,2459.5687,12117.5822,129.4
111357,25,62,120,29,2459.5687,12117.5822,129.4
111357,23,57,161,28,2459.5687,12117.5822,129.4
111357,28,39,264,38,2459.5687,12117.5822,129.4
111357,32,39,326,37,2459.5687,12117.5822,129.4
111402,10,76,288,48,2459.5687,12117.5822,129.4
111402,25,62,120,25,2459.5687,12117.5822,129.4
111402,23,57,161,28,2459.5687,12117.5822,129.4
111402,28,39,264,38,2459.5687,12117.5822,129.4
111402,32,39,326,37,2459.5687,12117.5822,129.4
111402,12,37,60,26,2459.5687,12117.5822,129.4
111407,10,76,288,48,2459.5687,12117.5822,129.4
111407,25,62,120,25,2459.5687,12117.5822,129.4
111407,23,57,161,24,2459.5687,12117.5822,129.4
111407,28,39,264,39,2459.5687,12117.5822,129.4
111407,32,39,326,37,2459.5687,12117.5822,129.4
111412,10,76,288,48,2459.5687,12117.5822,129.4
111412,25,62,120,20,2459.5687,12117.5822,129.4
111412,23,57,161,25,2459.5687,12117.5822,129.4
111412,28,39,264,39,2459.5687,12117.5822,129.4
111412,32,39,326,37,2459.5687,12117.5822,129.4
111417,10,76,288,47,2459.5687,12117.5822,129.4
111417,25,62,120,21,2459.5687,12117.5822,129.4
111417,23,57,161,23,2459.5687,12117.5822,129.4
111417,28,39,264,38,2459.5687,12117.5822,129.4
111417,32,39,326,37,2459.5687,12117.5822,129.4
111422,10,76,288,48,2459.5687,12117.5822,129.4
111422,25,62,120,19,2459.5687,12117.5822,129.4
111422,23,57,161,28,2459.5687,12117.5822,129.4
111422,28,39,264,38,2459.5687,12117.5822,129.4
111422,32,39,326,37,2459.5687,12117.5822,129.4
111427,10,76,288,47,2459.5687,12117.5822,129.4
111427,25,62,120,18,2459.5687,12117.5822,129.4
111427,23,57,161,28,2459.5687,12117.5822,129.4
111427,28,39,264,38,2459.5687,12117.5822,129.4
111427,32,39,326,37,2459.5687,12117.5822,129.4
111432,10,76,288,48,2459.5687,12117.5822,129.4
111432,25,62,120,18,2459.5687,12117.5822,129.4
111432,23,57,161,29,2459.5687,12117.5822,129.4
111432,28,39,264,39,2459.5687,12117.5822,129.4
111432,32,39,326,38,2459.5687,12117.5822,129.4
111437,10,76,288,47,2459.5687,12117.5822,129.4
111437,25,62,120,19,2459.5687,12117.5822,129.4
111437,23,57,161,30,2459.5687,12117.5822,129.4
111437,28,39,264,39,2459.5687,12117.5822,129.4
111437,32,39,326,38,2459.5687,12117.5822,129.4
111442,10,76,288,47,2459.5687,12117.5822,129.4
111442,25,62,120,21,2459.5687,12117.5822,129.4
111442,23,57,161,24,2459.5687,12117.5822,129.4
111442,28,39,264,38,2459.5687,12117.5822,129.4
111442,32,39,326,37,2459.5687,12117.5822,129.4
111447,10,76,286,47,2459.5687,12117.5822,129.4
111447,25,62,119,27,2459.5687,12117.5822,129.4
111447,23,56,161,27,2459.5687,12117.5822,129.4
111447,28,40,264,39,2459.5687,12117.5822,129.4
111447,32,39,326,36,2459.5687,12117.5822,129.4
111447,29,1,145,23,2459.5687,12117.5822,129.4
111452,10,76,286,48,2459.5687,12117.5822,129.4
111452,25,62,119,28,2459.5687,12117.5822,129.4
111452,23,56,161,27,2459.5687,12117.5822,129.4
111452,28,40,264,39,2459.5687,12117.5822,129.4
111452,32,39,326,37,2459.5687,12117.5822,129.4
111457,10,76,286,48,2459.5687,12117.5822,129.4
111457,25,62,119,29,2459.5687,12117.5822,129.4
111457,23,56,161,27,2459.5687,12117.5822,129.4
111457,28,40,264,40,2459.5687,12117.5822,129.4
111457,32,39,326,37,2459.5687,12117.5822,129.4
111502,10,76,286,48,2459.5687,12117.5822,129.4
111502,25,62,119,29,2459.5687,12117.5822,129.4
111502,23,56,161,27,2459.5687,12117.5822,129.4
111502,28,40,264,40,2459.5687,12117.5822,129.4
111502,32,39,326,37,2459.5687,12117.5822,129.4
111507,10,76,286,48,2459.5687,12117.5822,129.4
111507,25,62,119,29,2459.5687,12117.5822,129.4
111507,23,56,161,26,2459.5687,12117.5822,129.4
111507,28,40,264,40,2459.5687,12117.5822,129.4
111507,32,39,326,36,2459.5687,12117.5822,129.4
111507,29,1,145,25,2459.5687,12117.5822,129.4
111512,10,76,286,47,2459.5687,12117.5822,129.4
111512,25,62,119,25,2459.5687,12117.5822,129.4
111512,23,56,161,21,2459.5687,12117.5822,129.4
111512,28,40,264,40,2459.5687,12117.5822,129.4
111512,32,39,326,33,2459.5687,12117.5822,129.4
111517,10,76,285,47,2459.5687,12117.5822,129.4
111517,25,62,118,26,2459.5687,12117.5822,129.4
111517,23,56,161,24,2459.5687,12117.5822,129.4
111517,28,40,264,40,2459.5687,12117.5822,129.4
111517,32,39,326,34,2459.5687,12117.5822,129.4
111522,10,76,285,48,2459.575,12117.5734,153.5
111522,25,62,118,26,2459.575,12117.5734,153.5
111522,23,56,161,24,2459.575,12117.5734,153.5
111522,28,40,264,41,2459.575,12117.5734,153.5
111522,32,39,326,34,2459.575,12117.5734,153.5
111527,10,76,285,48,2459.5754,12117.5729,154.8
111527,25,62,118,27,2459.5754,12117.5729,154.8
111527,23,56,161,24,2459.5754,12117.5729,154.8
111527,28,40,264,41,2459.5754,12117.5729,154.8
111527,32,39,326,34,2459.5754,12117.5729,154.8
111527,29,2,145,24,2459.5754,12117.5729,154.8
111532,10,76,285,49,2459.5754,12117.5729,154.8
111532,25,62,118,26,2459.5754,12117.5729,154.8
111532,23,56,161,24,2459.5754,12117.5729,154.8
111532,28,40,264,41,2459.5754,12117.5729,154.8
111532,32,39,326,34,2459.5754,12117.5729,154.8
111537,10,76,285,49,2459.5754,12117.5729,154.8
111537,25,62,118,26,2459.5754,12117.5729,154.8
111537,23,56,161,25,2459.5754,12117.5729,154.8
111537,28,40,264,41,2459.5754,12117.5729,154.8
111537,32,39,326,34,2459.5754,12117.5729,154.8
111542,10,76,285,47,2459.5754,12117.5729,154.8
111542,25,62,118,24,2459.5754,12117.5729,154.8
111542,23,56,161,24,2459.5754,12117.5729,154.8
111542,28,40,264,40,2459.5754,12117.5729,154.8
111542,32,39,326,32,2459.5754,12117.5729,154.8
111547,10,76,285,48,2459.5754,12117.5729,154.8
111547,25,62,118,26,2459.5754,12117.5729,154.8
111547,23,56,161,25,2459.5754,12117.5729,154.8
111547,28,40,264,40,2459.5754,12117.5729,154.8
111547,32,39,326,33,2459.5754,12117.5729,154.8
111552,10,76,285,48,2459.5754,12117.5729,154.8
111552,25,62,118,26,2459.5754,12117.5729,154.8
111552,23,56,161,25,2459.5754,12117.5729,154.8
111552,28,40,264,41,2459.5754,12117.5729,154.8
111552,32,39,326,34,2459.5754,12117.5729,154.8
111557,10,76,285,48,2459.5754,12117.5729,154.8
111557,25,62,118,27,2459.5754,12117.5729,154.8
111557,23,56,161,26,2459.5754,12117.5729,154.8
111557,28,40,264,41,2459.5754,12117.5729,154.8
111557,32,39,326,34,2459.5754,12117.5729,154.8
111602,10,76,285,48,2459.5754,12117.5729,154.8
111602,25,62,118,28,2459.5754,12117.5729,154.8
111602,23,56,161,26,2459.5754,12117.5729,154.8
111602,28,40,264,41,2459.5754,12117.5729,154.8
111602,32,39,326,33,2459.5754,12117.5729,154.8
111607,10,76,285,46,2459.5754,12117.5729,154.8
111607,25,62,118,26,2459.5754,12117.5729,154.8
111607,23,56,161,23,2459.5754,12117.5729,154.8
111607,28,40,264,37,2459.5754,12117.5729,154.8
111607,32,39,326,29,2459.5754,12117.5729,154.8
111612,10,76,285,48,2459.5754,12117.5729,154.8
111612,25,62,118,26,2459.5754,12117.5729,154.8
